,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founders,Investor
1141,Vogo,Automotive,Series C,20000000,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,1970,Anand Ayyadurai Padmanabhan Balakrishnan Sanchit Mittal,Lightstone Aspada
1142,Flick Stree,AI & Media,Series A,3000000,Mumbai,Artificial intelligence-based video publishing network,1970,Saurabh Singh,Samsung Venture Investment
1143,Qure ai,Healthtech,undisclosed,16000000,Mumbai,Provides interpretations of radiology scans,1970,Prashant Warier Pooja Rao,Sequoia India
1145,Josh Talks,Media,Pre Series A,1500000,Haryana,Community of young individuals providing a platform to showcase their stories,1970,Supriya Paul Shobhit Banga,Media Development Investment Fund
1147,RailYatri,Travel,undisclosed,13800000,Noida,A complete Indian railways app,1970,Manish Rathi Kapil Raizada Sachin Saxena,Nandan Nilekani Samsung Venture Investment Corporation
1148,AjnaLens,Deeptech,Pre Series A,1500000,Thane,It leverages technologies such as AR VR & AI to offer hardware in areas such as education and defence,1970,Pankaj Raut Abhishek Tomar Abhijit Patil,Maharashtra Defence Aerospace Venture Fund (MDAVF)
1149,Pepper,Content Marktplace,Seed funding,306900,Mumbai,End to end content creation platform,1970,Anirudh Singla and Rishabh Shekhar,Kunal Bahl Rohit Bansal
1150,Rupeek,Fintech,undisclosed,30000000,Bangalore,An asset backed online lending platform,1970,Amar Prabhu Ashwin Soni Sumit Maniyar,GGV Capital Bertelsmann India Investments Binny Bansal Sequoia India Accel Partners
1151,iMerit,IT,Series B,20000000,Kolkata,Turns information into data that is usable for machine learning processes,1970,Radha Basu,CDC Group Plc
1152,BharatPe,Fintech,Series C,75000000,Delhi,Digital payments platform,1970,Ashneer Grover,Ribbit Capital
1153,Invideo,Visual Media,undisclosed,2500000,Undisclosed,Video production and editing platform,1970,Sanket Shah,Sequoia Capital’s Surge
1154,AvalonMeta,Edtech,undisclosed,420000,Undisclosed,It combines higher education and competitive gaming,1970,Varun Mayya Shashank Udupa Abhinav Arora,Peerplays
1155,Near Store,Ecommerce,Seed,300000,Mumbai,Enables a shop to create an online presence,1970,,Sauce.vc
1157,Prayaan Capital,Fintech,Seed,1200000,Chennai,NBFC that lends to micro small and medium-sized enterprises (MSMEs),1970,Madhan Mohan  Akash Chelvam,Accion Venture Lab
1158,Sanfe,Hygiene,Pre Series A,1100000,Delhi,Women health care and wellness product,1970,Archit Agarwal Harry Sehrawat,SucSEED Venture Partners BIRAC Elixir Pharma Titan Capital
1159,Go Desi,Foodtech,Seed,627300,Delhi,Provides traditional delicacies,1970,Vinay Kothari,Rukam Capital
1160,Swiggy,Foodtech,Series A,113000000,Bangalore,Platform to order food online from restaurants and getting it delievered,1970,Nandan Reddy Sriharsha Majety Rahul Jaimini,Prosus N.V
1161,Whatfix,SaaS,Series C,32000000,Banglore,Digital adoption platform that helps companies provide intuitive onboarding training and support,1970,Khadim Batti Vara Kumar,Sequoia Capital India
1162,Unacademy,Edtech,Series E,110000000,Bangalore,Platform that offers online education in India,1970,Gaurav Munjal Roman Saini Hemesh Singh,Facebook General Atlantic Sequoia India Nexus Venture Partners Steadview Capital Blume Ventures
1163,Zvesta,Proptech,undisclosed,5500000,Gurugram,An online platform where users can search and buy properties listed by developers and brokers,1970,Rajan Dang Anushree Srivastava,Hindustan Media Ventures
1164,Dunzo,Logistics,undisclosed,11000000,Bangalore,India-based hyperlocal delivery startup,1970,Kabeer Biswas,Alteria Capital
1165,Digit Insurance,Insurtech,undisclosed,340000,Bangalore,General Insurance Company,1970,Kamesh Goyal,Virat Kohli Anushka Sharma
1166,Yolo,Transport,Seed funding,600000,Gurugram,Intercity transportation,1970,Shailesh Gupta Mukul Shah Danish Chopra,Undisclosed
1167,SmartVizX,VR & SaaS,Pre Series A,1397000,Undisclosed,It developed India’s first VR-based design communication and collaboration product Trezi,1970,Tithi Tewari Gautam Tewari,Rockstud Capital
1168,MaxWholesale,Ecommerce,Series A,3000000,Delhi,B2B ecommerce platform for kirana stores,1970,Samarth Agrawal,IAN Fund-I  Al Falaj Investment Company (AFI)
1169,Carbon Clean,Cleantech,undisclosed,16000000,Undisclosed,Develops affordable carbon capture technology,1970,Aniruddha Sharma Prateek Bumb,WAVE Equity Partners Chevron Technology Ventures Marubeni Corporation.
1170,Onsitego,Sales & Services,Series B,19000000,Undisclosed,It offers post-purchase services through a network of brand authorised service centres throughout the country,1970,Mahipal,Zodius Growth Fund
1171,Genius Corner,Edtech,undisclosed,250000,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,1970,Vishal Khatter Dheeraj Khatter Dipak Varshney,Mahesh Mohta Jyoti Arora Nachu Subramanian Srivats
1172,PlanetSpark,Edtech,undisclosed,448500,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,1970,Maneesh Dhooper Kunal Malik,Indian Angel Network Lead Angels Hyderabad Angels
1174,Simsim,Social Commerce,Series B,8000000,Bangalore,It enables community opinion influencers to sell products to thousands of micro-communities in India,1970,Amit Bagaria,Accel Partners Shunwei Capital Good Capital
1175,Shuttl,Transport,Series C,7975700,Delhi,App based bus aggregator serice,1970,Amit Singh Deepanshu Malviya,SIG Global India Fund
1179,Oga,Fitness,undisclosed,330000,Bangalore,Provides interactive fitness experience to people across the world,1970,Ashish Rawat,Inflection Point Ventures
1180,Big Basket,Estore,undisclosed,3500000,Bangalore,Online grocery store,1970,Abhinay Choudhari Hari Menon Vipul Parekh VS Sudhakar,Trifecta Capital
1182,Innoviti,,undisclosed,5000000,Bangalore,Digital payments solutions company,1970,Rajeev Agrawal,FMO
1183,Paytm money,Fintech,undisclosed,5600000,Bangalore,Wealth Management,1970,Vijay Shekhar Sharma,One97 Communications
1184,Vedantu,Edtech,Series C,24000000,Bangalore,Onine learning platform,1970,Saurabh Saxena Pulkit Jain Anand Prakash Vamsi Krishna,GGV Capital
1185,Yap,Fintech,undisclosed,1402000,Chennai,Banking and payment products-focused API platform,1970,Madhusudanan R Muthukumar and Prabhu,Amrish Rau Kunal Shah Jitendra Gupta
1186,Clover,Agritech,Series A,5500000,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,1970,Avinash BR Gururaj Rao Arvind Murali Santhosh Narasipura,Omnivore Accel Partners Mayfield
1187,Nova Credit,Fintech,Series B,50000000,Undisclosed,Cross-border consumer credit startup,1970,Nicky Goulimis,Kleiner Perkins Canapi Ventures Index Ventures Nyca Partners General Catalyst.
1188,CodingNinjas,Edtech,Series A,5200000,Delhi,Online learning platform,1970,Singla Kannu Mittal Dhawal Parate,Info Edge Ltd
1189,Furlenco,Ecommerce,Series C,2200000,Bangalore,Furniture rental startup,1970,Ajith Mohan Karimpana,Chowdry Associates
1190,Brick&Bolt,,Pre Series A,1500000,Bangalore,Operates in the residential construction space,1970,Jayesh Rajpurohit Arpit Rajpurohit,Surge
1191,HempStreet,Healthtech,Pre Series A,1000000,Undisclosed,Manufacturer of ayurvedic medicines based on cannabis,1970,Abhishek Mohan,Pharmacon Holdings
1192,MoEngage,Marketing,Series C,25000000,Bangalore,Customer analytics and cross-channel engagement platform,1970,Raviteja Dodda Yashwanth Kumar,Eight Roads Ventures
1193,Classplus,Edtech,Pre Series A,2500000,Undisclosed,It allows coaching centres to take their brick-and-mortar setup online,1970,Rustagi Bhaswat Agarwal,Blume Ventures Sequoia
1194,Chaayos,Beverages,undisclosed,21500000,Undisclosed,Provides customised range of tea,1970,Nitin Saluja Raghav Verma,Think Investment
1195,PetPooja,SaaS,undisclosed,2000000,Ahmedabad,Restaurant management software provider,1970,Apurv Patel,Udaan
1197,Pepperfry,E-market,Series F,40000000,Mumbai,Online home furniture marketplace,1970,Ambareesh Murty Ashish Shah,Pidilite Industries
1198,FirstCry,E-market,Series E,296000000,Pune,Baby products marketplace,1970,Supam Maheshwari Amitava Saha,Softbank’s Vision Fund
1199,Byju,Edtech,undisclosed,200000000,Undisclosed,Provides online learning classes,1970,Byju Raveendran,General Atlantic
1200,Waycool,Agritech,Series C,32000000,Chennai,Food development and distribution services,1970,Karthick Jayraman and Sanjay Dasari,LightBox Ventures
1201,WorkIndia,HR tech,undisclosed,6000000,Undisclosed,An online and mobile-based platform that connects companies with blue collar employees.,1970,Kunal Patil,Xiaomi
1202,Qyuki,Media,undisclosed,3500000,Mumbai,Multi-channel broadcast network,1970,AR Rahman Shekhar Kapur,Info Edge Venture Fund
1203,Leap India,Agritech,Series B,30000000,Coimbatore,Agricultural warehousing and logistics company,1970,Narain Karthikeyan.,Neev Fund
1204,Picxy,Media,undisclosed,250000,Hyderabad,Stock photo industry,1970,Jitendra Emmani,FirstCheque Angellist India Aakrit Vaish Ranjith Radhakrishnan
1205,Krimanshi,Agritech,undisclosed,20000,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,1970,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet
1207,Dot Pvt. Ltd,Fintech,Seed,8000000,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,1970,Shailaz Nag,PayU Fosun RZ Capital
1208,Kuku FM,Media,Series A,5500000,Mumbai,A podcast platform,1970,Lal Chand Bisu Vikas Goyal Vinod Kumar Meena,Vertex Ventures
1209,SuperMoney,Fintech,Pre Series A,1000000,Mumbai,Provides financial tools for effective business making,1970,Nikhil Banerjee,Unitus Ventures.
1210,Rebel Foods,Food tech,undisclosed,4900000,Undisclosed,It runs internet kitchen,1970,Jaydeep Barman Kallol Bannerjee,Alteria Capital
1212,Fox Capital,Fintech,undisclosed,2500000,Jaipur,Digital lending startup,1970,Rakesh Sharma,Institutional Investors
1213,Tribe Theory,Accomodation,undisclosed,3500000,Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,1970,Katie Russel and Daniel Wiegand,Tim Draper
1214,Fleetx,SaaS,Series A,1402400,Undisclosed,Fleet management and predictive analytics platform,1970,Vineet Sharma Abhay Jeet Gupta Udbhav Rai Parveen Kataria Vishal Misra,Beenext
1215,Embibe,Edtech,undisclosed,12618300,Mumbai,It provides AI-based data analytics to personalise learning outcomes,1970,Aditi Avasthi,Reliance Industries Limited (RIL)
1216,Entri,Edtech,Seed,1400000,Kochi,It is a app that provides different types of learning content in local languages,1970,Mohammed Hisamuddin Rahul Ramesh,Good Capital
1217,Oye! Rickshaw,E-mobility,Series A,10000000,Undisclosed,App-based electric rickshaw hailing service,1970,Akash Deep,Chiratae Ventures
1220,1MG,Healthtech,undisclosed,9900000,Gurugram,Online pharmacy,1970,Prashant Tandon Gaurav Agarwal Vikas Chauhan,Bill & Melinda Gates Foundation
1222,Doubtnut,Edtech,Series A,15000000,Gurugram,Multi-lingual digital solutions platform for students,1970,Tanushri Nagori Aditya Shankar,Tencent
1223,AdonMo,Ad-tech,undisclosed,3000000,Bangalore,It is an online and outdoor advertising company,1970,Sandeep Bommireddi Sravanth Gajula,Ant Financial
1225,BharatPe,Fintech,undisclosed,100000000,Delhi,Digital payments platform,1970,Ashneer Grover,Coatue Management
1226,Kisan Network,Agritech,Seed,3000000,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,1970,Aditya Agarwalla Sanjay Agarwalla,Atsushi Taira
1227,Vogo,Automotive,Series C,35000000,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,1970,Anand Ayyadurai Padmanabhan Balakrishnan Sanchit Mittal,Lightstone Aspada
1228,Yolo,Transport,Seed,600000,Gurugram,Intercity transportation startup,1970,Shailesh Gupta Mukul Shah Danish Chopra,Undisclosed
1229,Unotech,SaaS,undisclosed,2000000,Mumbai,It develops fully-customisable open source software,1970,Vikash Jha,Manish Choksi
1230,Zetwerk,Marketplace,undisclosed,2200000,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,1970,Amrit Acharya Srinath Ramakkrushnan Vishal Chaudhary,InnoVen capital
1231,CureSkin,Healthtech,undisclosed,500000,Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,1970,Guna Kakulapati Rama Rajanna Charu Sharma,SenseAI Ventures
1232,WizKlub,Edtech,Seed Funding,982530,Bangalore,Helps students solve problems at complex level,1970,Amit Bansal,Incubate Fund India
1233,Interviewbit,Edtech,Series A,200000000,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,1970,Abhimanyu Saxena,Tiger Global Management Sequoia Capital India Singapore’s Economic Development Board (EBD)
1234,MoneyTap,Fintech,Series B,70185200,Undisclosed,App-based consumer credit line that gives customers access to credit on tap.,1970,Bala Parthasarathy Anuj Kacker Kunal Varma,Aquiline Technology Growth (ATG) RTP Global Sequoia India
1236,INdwealth,Fintech,Series C,12000000,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,1970,Ashish Kashyap,Tiger Global Steadview Capital DF International Private Partners
1237,Bizongo,Marketplace,Series C,30000000,Mumbai,A B2B marketplace for packaging materials,1970,Sachin Agarwal Aniket Deb Ankit Tomar,Schroder Adveq
1238,AppsFlyer,SaaS,Series D,210000000,Bangalore,Mobile marketing analytics and attribution platform,1970,Oren Kaniel Reshef Mann,General Atlantic
1239,Digit Insurance,Insurtech,undisclosed,84000000,Bangalore,General Insurance Company,1970,Kamesh Goyal,A91 Partners Faering Capital TVS Capital
1240,Livspace,Interior Design,Series D,60000000,Bangalore,It offers end-to-end home design experience for homeowners and home designers,1970,Anuj Srivastava Ramakant Sharma Shagufta Anurag,Tahoe Investment Group Mercer Investment
1246,LogiNext,Transport Automation,Series B,39000000,Undisclosed,It helps logistics companies to improve internal operations optimise delivery networks and provide customer service,1970,Dhruvil Sanghvi Manisha Raisinghani,Tiger Global Steadview Capital
1247,Samosa Singh,Food,Series A,2700000,Bangalore,Offers hygienic Indian Snacks,1970,Shikhar Veer Singh Nidhi Singh,She Capital
1248,Crysta,Healthtech,Pre Series A,1403400,Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,1970,,Green Shots Capital Alfa Ventures Real Time Venture Petrotech Steel City Securities Lalit Wadhwa Dr Kriti Maroli
1249,Eupheus Learning,Edtech,Series A,4300000,Delhi,Provides technology-led subscription-based learning solutions to schools,1970,Sarvesh Shrivastava Ved Prakash Khatri Amit Kapoor,Yuj Ventures
1250,Bounce,Automotive and Rentals,Series D,105000000,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,1970,Vivekananda Hallekere Anil Giri RajuArun Agni,Accel Partners B Capital
1251,Park+,Techonology,undisclosed,11000000,Undisclosed,It is engaged in bringing digitization in parking,1970,Amit Lakhotia,Sequoia Capital Matrix Partners India
1252,Goodmylk,Dairy,Seed,400000,Bangalore,Provides Vegan dairy products,1970,Abhay Rangan,Ginni International Elisa Khong Sandeep Singh VegInvest
1253,SmartKarrot,SaaS,undisclosed,1000000,Undisclosed,It tracks customers’ real-time digital behaviour,1970,Prithwi Dasgupta Arnab Chatterjee,Angel investors
1254,Skylo,IoT,Series B,103000000,Undisclosed,Provides affordable and ever present network that connects machines or sensors,1970,Trivedi,SoftBank Group
1255,Tea Trunk,Beverage,undisclosed,220000,Goa,Global premium tea brand,1970,Snigdha Manchanda Vikas Kumar Aishwarya Malhi,Angel investors
1256,Zoomcar,Transport & Rentals,Series D,30000000,Bangalore,A car rental service platform,1970,Greg Moran David Back,Sony Innovation Fund
1257,Mera Cashier,Fintech,Seed,250000,Noida,App meant for small and micro businessmen to manage their transactions digitally,1970,Suneel Kumar Sucharita Reddy Gaurav Tomar Akhilesh Nigam,Amit Singal Manish Aggarwal
1258,Samya AI,SaaS,Seed,6000000,Undisclosed,Revenue growth AI startup in the consumer packed goods (CPG) space,1970,Shailendra Singh Deepinder Dhingra Pavan Palety,Sequoia India
1259,Kristal AI,AI,Series A,6000000,Undisclosed,Provides Algorithm-based financial services,1970,Asheesh Chanda Vineeth Narasimhan,Chiratae Ventures
